# SYNTHETIC FIXTURE DATA - invented for pipeline testing. Not real filings, people, securities or prices.
ticker,date,open,high,low,close,adj_close,volume
SPY,2019-04-04,248.6316,249.2246,248.4339,248.8293,248.8293,716017
SPY,2019-04-05,249.4956,251.5659,248.8055,250.1857,250.1857,1825714
SPY,2019-04-08,247.2141,247.2289,247.2091,247.219,247.219,7900948
SPY,2019-04-09,245.3005,247.6049,244.5323,246.0686,246.0686,927044
SPY,2019-04-10,245.4145,248.9175,244.2468,246.5821,246.5821,5328792
SPY,2019-04-11,242.7892,244.228,242.3097,243.2688,243.2688,2380575
SPY,2019-04-12,242.6282,242.875,242.5459,242.7105,242.7105,7288354
SPY,2019-04-15,239.7106,241.064,239.2595,240.1617,240.1617,8654799
SPY,2019-04-16,241.7969,244.6598,240.8426,242.7512,242.7512,6310297
SPY,2019-04-17,239.1674,242.2617,238.136,240.1988,240.1988,4006093
SPY,2019-04-18,242.1379,242.2752,242.0921,242.1837,242.1837,5308632
SPY,2019-04-19,243.1464,243.2861,243.0999,243.193,243.193,2669930
SPY,2019-04-22,244.8568,247.4708,243.9855,245.7281,245.7281,8978214
SPY,2019-04-23,247.0933,247.1287,247.0814,247.1051,247.1051,1939423
SPY,2019-04-24,244.7614,244.7731,244.7575,244.7653,244.7653,5427317
SPY,2019-04-25,247.3142,248.8991,246.7859,247.8425,247.8425,5035213
SPY,2019-04-26,247.5645,248.7202,247.1792,247.9497,247.9497,5880588
SPY,2019-04-29,242.4729,243.6199,242.0906,242.8553,242.8553,4468065
SPY,2019-04-30,239.1589,241.1534,238.494,239.8237,239.8237,2104748
SPY,2019-05-01,235.7842,238.0935,235.0145,236.554,236.554,381775
SPY,2019-05-02,234.9995,236.0129,234.6617,235.3373,235.3373,7211177
SPY,2019-05-03,236.8651,238.4282,236.3441,237.3861,237.3861,6046056
SPY,2019-05-06,242.4797,242.7835,242.3784,242.5809,242.5809,7773573
SPY,2019-05-07,244.2626,244.9519,244.0329,244.4924,244.4924,5023314
SPY,2019-05-08,242.9276,244.9318,242.2596,243.5957,243.5957,414389
SPY,2019-05-09,243.0497,243.2787,242.9734,243.126,243.126,1657849
SPY,2019-05-10,241.5384,244.6236,240.51,242.5668,242.5668,6989258
SPY,2019-05-13,243.1719,243.7436,242.9813,243.3624,243.3624,992322
SPY,2019-05-14,241.7976,241.8473,241.781,241.8142,241.8142,3829929
SPY,2019-05-15,242.8249,246.1593,241.7134,243.9364,243.9364,5487998
SPY,2019-05-16,243.101,243.6781,242.9087,243.2934,243.2934,2629458
SPY,2019-05-17,245.3008,245.4061,245.2657,245.3359,245.3359,3562509
SPY,2019-05-20,245.9969,246.8217,245.722,246.2719,246.2719,4681915
SPY,2019-05-21,244.5961,244.7171,244.5557,244.6364,244.6364,5504468
SPY,2019-05-22,248.9987,249.7832,248.7372,249.2602,249.2602,276054
SPY,2019-05-23,247.9303,247.993,247.9093,247.9512,247.9512,2602386
SPY,2019-05-24,247.093,249.3514,246.3402,247.8458,247.8458,1694568
SPY,2019-05-27,247.1988,248.308,246.829,247.5685,247.5685,5792808
SPY,2019-05-28,244.8348,245.3371,244.6674,245.0022,245.0022,5481437
SPY,2019-05-29,250.2471,250.5252,250.1544,250.3398,250.3398,4632524
SPY,2019-05-30,244.403,246.5441,243.6894,245.1167,245.1167,7720268
SPY,2019-05-31,248.8892,249.8204,248.5788,249.1996,249.1996,6811086
SPY,2019-06-03,247.8595,249.3585,247.3599,248.3592,248.3592,465548
SPY,2019-06-04,245.9115,247.2974,245.4495,246.3734,246.3734,7507571
SPY,2019-06-05,249.0577,249.1143,249.0388,249.0765,249.0765,6768088
SPY,2019-06-06,250.3087,250.727,250.1693,250.4481,250.4481,4834420
SPY,2019-06-07,249.4127,251.4067,248.7481,250.0774,250.0774,4191778
SPY,2019-06-10,253.2334,254.2202,252.9044,253.5623,253.5623,6338028
SPY,2019-06-11,250.7432,252.3828,250.1966,251.2897,251.2897,8715468
SPY,2019-06-12,252.5755,253.5871,252.2383,252.9127,252.9127,6669486
SPY,2019-06-13,248.7428,251.0549,247.9722,249.5135,249.5135,7632514
SPY,2019-06-14,247.986,248.0995,247.9481,248.0238,248.0238,1515398
SPY,2019-06-17,244.6859,245.453,244.4302,244.9416,244.9416,1034139
SPY,2019-06-18,244.0776,248.012,242.7661,245.389,245.389,472191
SPY,2019-06-19,247.1221,247.366,247.0408,247.2034,247.2034,5970232
SPY,2019-06-20,244.1762,244.2237,244.1604,244.192,244.192,1368972
SPY,2019-06-21,243.4788,243.6623,243.4176,243.5399,243.5399,2073044
SPY,2019-06-24,248.2464,249.1451,247.9468,248.5459,248.5459,3502171
SPY,2019-06-25,247.3865,248.9301,246.872,247.901,247.901,5299552
SPY,2019-06-26,242.6677,243.1937,242.4924,242.843,242.843,8616400
SPY,2019-06-27,240.8752,241.5443,240.6522,241.0983,241.0983,6231181
SPY,2019-06-28,239.3819,240.2266,239.1003,239.6635,239.6635,6848237
SPY,2019-07-01,238.6282,239.6521,238.287,238.9695,238.9695,6816941
SPY,2019-07-02,238.0115,238.6553,237.7969,238.2261,238.2261,3262659
SPY,2019-07-03,237.6535,238.3621,237.4173,237.8897,237.8897,6103219
SPY,2019-07-04,236.2239,238.0978,235.5993,236.8486,236.8486,1064035
SPY,2019-07-05,236.0642,237.384,235.6242,236.5041,236.5041,8329295
SPY,2019-07-08,236.4138,237.9955,235.8866,236.9411,236.9411,6376844
SPY,2019-07-09,232.4456,234.9751,231.6024,233.2887,233.2887,2287358
SPY,2019-07-10,235.0152,235.3135,234.9157,235.1146,235.1146,2736009
SPY,2019-07-11,235.4254,236.7879,234.9713,235.8796,235.8796,1198259
SPY,2019-07-12,234.699,237.0107,233.9284,235.4695,235.4695,4114340
SPY,2019-07-15,233.5318,233.9076,233.4065,233.6571,233.6571,7898450
SPY,2019-07-16,232.0454,233.9048,231.4256,232.6652,232.6652,2063106
SPY,2019-07-17,232.318,232.4314,232.2802,232.3558,232.3558,1483327
SPY,2019-07-18,235.1257,235.6544,234.9495,235.3019,235.3019,5628610
SPY,2019-07-19,232.0233,233.7742,231.4396,232.6069,232.6069,2973727
SPY,2019-07-22,230.2605,231.2352,229.9356,230.5854,230.5854,6927119
SPY,2019-07-23,230.1749,230.96,229.9133,230.4366,230.4366,3156226
SPY,2019-07-24,227.9646,229.0763,227.5941,228.3352,228.3352,7284113
SPY,2019-07-25,228.5185,228.5207,228.5177,228.5192,228.5192,7034748
SPY,2019-07-26,226.7921,226.9938,226.7248,226.8593,226.8593,6520455
SPY,2019-07-29,226.8401,228.8474,226.171,227.5092,227.5092,5270610
SPY,2019-07-30,227.2891,229.4899,226.5555,228.0227,228.0227,3249766
SPY,2019-07-31,229.7367,229.7854,229.7204,229.7529,229.7529,275716
SPY,2019-08-01,231.5369,232.9948,231.0509,232.0228,232.0228,5195528
SPY,2019-08-02,230.8923,233.4143,230.0516,231.7329,231.7329,3199342
SPY,2019-08-05,232.432,234.3294,231.7995,233.0645,233.0645,7613794
SPY,2019-08-06,234.8365,237.2238,234.0407,235.6322,235.6322,3615769
SPY,2019-08-07,237.9697,238.4176,237.8204,238.119,238.119,7058858
SPY,2019-08-08,239.1081,239.3233,239.0364,239.1799,239.1799,2264616
SPY,2019-08-09,239.5395,242.0872,238.6903,240.3887,240.3887,5309071
SPY,2019-08-12,240.2732,242.4047,239.5628,240.9837,240.9837,7884491
SPY,2019-08-13,238.7503,238.9413,238.6866,238.814,238.814,4324151
SPY,2019-08-14,236.5852,237.9961,236.1149,237.0555,237.0555,7309518
SPY,2019-08-15,232.8748,234.7017,232.2659,233.4838,233.4838,2527339
SPY,2019-08-16,232.5776,232.6923,232.5394,232.6158,232.6158,5655816
SPY,2019-08-19,231.312,231.4938,231.2514,231.3726,231.3726,2411712
SPY,2019-08-20,228.9304,229.7987,228.6409,229.2198,229.2198,6286312
SPY,2019-08-21,227.7404,229.3758,227.1953,228.2855,228.2855,5955591
SPY,2019-08-22,229.8458,230.3321,229.6837,230.0079,230.0079,8542957
SPY,2019-08-23,232.2761,232.9502,232.0514,232.5008,232.5008,2243419
SPY,2019-08-26,230.9902,231.5483,230.8042,231.1762,231.1762,8114814
SPY,2019-08-27,229.35,231.497,228.6343,230.0657,230.0657,5042046
SPY,2019-08-28,227.8743,229.7655,227.2439,228.5047,228.5047,2312155
SPY,2019-08-29,226.2011,226.3217,226.1609,226.2413,226.2413,1209196
SPY,2019-08-30,230.6086,230.8906,230.5145,230.7026,230.7026,5732811
SPY,2019-09-02,232.336,232.5217,232.274,232.3979,232.3979,8255915
SPY,2019-09-03,230.3327,231.3784,229.9841,230.6812,230.6812,3479435
SPY,2019-09-04,230.4241,230.6892,230.3357,230.5125,230.5125,7766964
SPY,2019-09-05,230.1015,230.1624,230.0812,230.1218,230.1218,3250455
SPY,2019-09-06,225.6473,228.1662,224.8076,226.4869,226.4869,3137185
SPY,2019-09-09,225.0246,226.1417,224.6522,225.3969,225.3969,7603499
SPY,2019-09-10,220.9338,224.49,219.7484,222.1192,222.1192,3692506
SPY,2019-09-11,222.1583,224.1378,221.4984,222.8181,222.8181,6650619
SPY,2019-09-12,221.7365,222.5415,221.4681,222.0048,222.0048,6823520
SPY,2019-09-13,222.145,223.277,221.7676,222.5223,222.5223,7906245
SPY,2019-09-16,223.8912,224.9574,223.5358,224.2466,224.2466,1397578
SPY,2019-09-17,221.1169,222.3555,220.7041,221.5298,221.5298,6166155
SPY,2019-09-18,220.1231,222.1416,219.4503,220.7959,220.7959,7762600
SPY,2019-09-19,218.2073,219.5888,217.7467,218.6678,218.6678,6940715
SPY,2019-09-20,214.7731,216.8608,214.0772,215.469,215.469,8759256
SPY,2019-09-23,214.3775,217.2516,213.4194,215.3355,215.3355,8863296
SPY,2019-09-24,213.5645,214.4,213.286,213.843,213.843,1775869
SPY,2019-09-25,213.8226,215.764,213.1754,214.4697,214.4697,3837123
SPY,2019-09-26,214.1829,216.1826,213.5164,214.8495,214.8495,6565476
SPY,2019-09-27,211.7187,213.8493,211.0085,212.4289,212.4289,2680701
SPY,2019-09-30,213.7236,214.2398,213.5516,213.8957,213.8957,4178513
SPY,2019-10-01,216.2038,216.3815,216.1446,216.263,216.263,294642
SPY,2019-10-02,218.1779,220.454,217.4192,218.9366,218.9366,2904635
SPY,2019-10-03,217.8411,219.5074,217.2856,218.3965,218.3965,8618798
SPY,2019-10-04,217.017,218.1997,216.6228,217.4113,217.4113,7937514
SPY,2019-10-07,220.3643,220.9003,220.1857,220.543,220.543,7741327
SPY,2019-10-08,218.04,219.625,217.5117,218.5683,218.5683,424005
SPY,2019-10-09,216.3381,216.455,216.2991,216.3771,216.3771,3438124
SPY,2019-10-10,213.8748,214.0172,213.8273,213.9222,213.9222,7479535
SPY,2019-10-11,217.3982,217.7294,217.2878,217.5086,217.5086,5066794
SPY,2019-10-14,218.3523,219.4254,217.9947,218.71,218.71,5432996
SPY,2019-10-15,219.4179,221.9385,218.5778,220.2581,220.2581,841167
SPY,2019-10-16,223.0755,223.5233,222.9262,223.2247,223.2247,3347848
SPY,2019-10-17,222.1033,222.8279,221.8618,222.3448,222.3448,2834977
SPY,2019-10-18,226.7767,227.3684,226.5794,226.9739,226.9739,1167103
SPY,2019-10-21,225.9831,227.1474,225.595,226.3712,226.3712,293572
SPY,2019-10-22,225.1392,227.4383,224.3729,225.9056,225.9056,5350442
SPY,2019-10-23,225.9324,226.1024,225.8757,225.989,225.989,5045022
SPY,2019-10-24,224.1134,226.0969,223.4522,224.7746,224.7746,3027643
SPY,2019-10-25,224.4811,225.1458,224.2595,224.7027,224.7027,5512643
SPY,2019-10-28,220.7359,221.0202,220.6412,220.8307,220.8307,745010
SPY,2019-10-29,222.5452,222.8973,222.4278,222.6625,222.6625,2338161
SPY,2019-10-30,223.1042,223.7794,222.8791,223.3293,223.3293,6383654
SPY,2019-10-31,227.2134,228.4871,226.7889,227.638,227.638,5326223
SPY,2019-11-01,230.6137,232.4628,229.9973,231.2301,231.2301,290340
SPY,2019-11-04,231.4652,231.961,231.3,231.6305,231.6305,4856624
SPY,2019-11-05,226.6737,227.9316,226.2544,227.093,227.093,639333
SPY,2019-11-06,226.8935,230.4193,225.7183,228.0688,228.0688,3166159
SPY,2019-11-07,230.3048,231.8292,229.7966,230.8129,230.8129,7196820
SPY,2019-11-08,231.3333,231.926,231.1358,231.5309,231.5309,2356704
SPY,2019-11-11,229.2406,230.0858,228.9588,229.5223,229.5223,226845
SPY,2019-11-12,228.5528,230.0771,228.0447,229.0609,229.0609,622361
SPY,2019-11-13,227.1782,227.3591,227.1179,227.2385,227.2385,6954504
SPY,2019-11-14,227.7741,228.787,227.4365,228.1118,228.1118,3617460
SPY,2019-11-15,230.5985,231.1154,230.4262,230.7708,230.7708,3776358
SPY,2019-11-18,225.361,226.799,224.8817,225.8403,225.8403,6860572
SPY,2019-11-19,224.7697,226.7984,224.0934,225.4459,225.4459,684483
SPY,2019-11-20,228.7797,230.9862,228.0442,229.5152,229.5152,3218049
SPY,2019-11-21,229.0259,230.1832,228.6402,229.4117,229.4117,7535430
SPY,2019-11-22,226.4718,227.0699,226.2724,226.6712,226.6712,954732
SPY,2019-11-25,226.0149,226.7691,225.7634,226.2663,226.2663,2111003
SPY,2019-11-26,224.7402,225.2141,224.5823,224.8982,224.8982,3410441
SPY,2019-11-27,225.1527,225.5541,225.0189,225.2865,225.2865,1231214
SPY,2019-11-28,230.8617,231.9499,230.499,231.2245,231.2245,2663706
SPY,2019-11-29,231.8971,232.117,231.8238,231.9704,231.9704,6570682
SPY,2019-12-02,234.8749,235.1879,234.7706,234.9792,234.9792,8011524
SPY,2019-12-03,240.0569,241.4363,239.5971,240.5167,240.5167,1390693
SPY,2019-12-04,242.4699,243.5103,242.1231,242.8167,242.8167,1405744
SPY,2019-12-05,238.3311,238.9119,238.1375,238.5247,238.5247,7850890
SPY,2019-12-06,233.1423,236.1763,232.131,234.1536,234.1536,2628668
SPY,2019-12-09,235.8456,236.6062,235.592,236.0991,236.0991,2638230
SPY,2019-12-10,238.8752,239.164,238.7789,238.9714,238.9714,5856481
SPY,2019-12-11,238.1566,238.2694,238.119,238.1942,238.1942,8755396
SPY,2019-12-12,237.3988,238.165,237.1434,237.6542,237.6542,3305208
SPY,2019-12-13,236.4522,238.1788,235.8766,237.0277,237.0277,4452859
SPY,2019-12-16,234.4478,236.4434,233.7826,235.113,235.113,1612389
SPY,2019-12-17,232.8056,235.2978,231.9749,233.6364,233.6364,1565644
SPY,2019-12-18,233.6921,234.0703,233.566,233.8182,233.8182,7343008
SPY,2019-12-19,233.8486,236.7763,232.8727,234.8245,234.8245,2385031
SPY,2019-12-20,236.7191,237.3186,236.5193,236.919,236.919,8194881
SPY,2019-12-23,237.0146,237.4852,236.8578,237.1715,237.1715,1268168
SPY,2019-12-24,241.5411,245.2782,240.2954,242.7868,242.7868,3959795
SPY,2019-12-25,246.4074,247.9106,245.9063,246.9085,246.9085,681245
SPY,2019-12-26,241.9362,243.51,241.4116,242.4608,242.4608,5319505
SPY,2019-12-27,242.5617,244.1779,242.0229,243.1004,243.1004,6196298
SPY,2019-12-30,240.4049,240.5761,240.3478,240.462,240.462,6492681
SPY,2019-12-31,236.2924,239.4025,235.2557,237.3291,237.3291,3258031
SPY,2020-01-01,236.9917,238.508,236.4863,237.4972,237.4972,6320506
SPY,2020-01-02,234.9818,235.027,234.9668,234.9969,234.9969,7967568
SPY,2020-01-03,234.6851,236.5603,234.06,235.3101,235.3101,1522590
SPY,2020-01-06,236.1832,236.8382,235.9648,236.4015,236.4015,1529549
SPY,2020-01-07,232.8029,234.4569,232.2516,233.3542,233.3542,4892478
SPY,2020-01-08,232.7421,233.837,232.3771,233.107,233.107,1159583
SPY,2020-01-09,231.8464,233.9065,231.1597,232.5331,232.5331,2581857
SPY,2020-01-10,229.9505,231.0923,229.5699,230.3311,230.3311,6326664
SPY,2020-01-13,227.9768,229.053,227.6181,228.3356,228.3356,3906934
SPY,2020-01-14,230.6652,231.7987,230.2873,231.043,231.043,3444383
SPY,2020-01-15,234.5614,235.9913,234.0848,235.038,235.038,4370491
SPY,2020-01-16,234.4176,235.6049,234.0218,234.8134,234.8134,1518223
SPY,2020-01-17,229.7148,231.9019,228.9858,230.4438,230.4438,3305599
SPY,2020-01-20,231.5359,232.8735,231.0901,231.9818,231.9818,6039889
SPY,2020-01-21,234.3153,234.7222,234.1796,234.4509,234.4509,4126447
SPY,2020-01-22,234.3899,234.5216,234.346,234.4338,234.4338,6239358
SPY,2020-01-23,233.262,236.3655,232.2275,234.2965,234.2965,5406153
SPY,2020-01-24,231.0237,231.3694,230.9084,231.1389,231.1389,6959777
SPY,2020-01-27,231.486,233.0214,230.9742,231.9978,231.9978,3065029
SPY,2020-01-28,227.0917,228.6755,226.5637,227.6196,227.6196,1055175
SPY,2020-01-29,223.4679,225.1721,222.8998,224.0359,224.0359,1199946
SPY,2020-01-30,224.9563,227.0302,224.265,225.6476,225.6476,2738941
SPY,2020-01-31,225.8049,226.1607,225.6863,225.9235,225.9235,2718090
SPY,2020-02-03,222.9355,223.9019,222.6134,223.2577,223.2577,5978234
SPY,2020-02-04,222.7506,223.5008,222.5005,223.0006,223.0006,3052153
SPY,2020-02-05,225.8351,226.112,225.7428,225.9274,225.9274,4436357
SPY,2020-02-06,223.106,224.7393,222.5616,223.6504,223.6504,304754
SPY,2020-02-07,222.6271,222.8152,222.5644,222.6898,222.6898,7361811
SPY,2020-02-10,224.6581,225.9768,224.2185,225.0977,225.0977,4862291
SPY,2020-02-11,224.2322,225.0997,223.943,224.5213,224.5213,6917919
SPY,2020-02-12,225.2245,226.1428,224.9184,225.5306,225.5306,6930365
SPY,2020-02-13,222.9832,223.0337,222.9664,223.0,223.0,1954690
SPY,2020-02-14,223.7686,223.9207,223.7178,223.8193,223.8193,7207043
SPY,2020-02-17,223.5391,223.6793,223.4924,223.5858,223.5858,4611626
SPY,2020-02-18,220.5977,222.9037,219.8291,221.3664,221.3664,8549955
SPY,2020-02-19,224.5996,224.7245,224.5579,224.6412,224.6412,765465
SPY,2020-02-20,228.2616,231.3789,227.2225,229.3007,229.3007,3492098
SPY,2020-02-21,229.7415,231.0331,229.3109,230.172,230.172,1348524
SPY,2020-02-24,230.9038,231.2447,230.7901,231.0174,231.0174,5836714
SPY,2020-02-25,227.3413,227.9456,227.1399,227.5427,227.5427,4132460
SPY,2020-02-26,228.6269,229.7712,228.2455,229.0084,229.0084,5379507
SPY,2020-02-27,227.5217,227.998,227.363,227.6805,227.6805,1722996
SPY,2020-02-28,226.697,226.9685,226.6065,226.7875,226.7875,1958650
SPY,2020-03-02,227.4758,228.0027,227.3001,227.6514,227.6514,2360073
SPY,2020-03-03,231.5682,231.903,231.4566,231.6798,231.6798,1256994
SPY,2020-03-04,232.0117,235.2587,230.9294,233.0941,233.0941,3448559
SPY,2020-03-05,226.4763,226.8131,226.364,226.5885,226.5885,7008406
SPY,2020-03-06,225.7943,226.8626,225.4382,226.1504,226.1504,3381634
SPY,2020-03-09,225.4845,227.4588,224.8265,226.1426,226.1426,2611872
SPY,2020-03-10,222.7015,225.935,221.6237,223.7794,223.7794,1830103
SPY,2020-03-11,225.7352,226.1597,225.5937,225.8767,225.8767,7055607
SPY,2020-03-12,224.4326,228.0859,223.2148,225.6504,225.6504,6700667
SPY,2020-03-13,222.3708,223.5176,221.9885,222.753,222.753,5526112
SPY,2020-03-16,222.1655,224.4296,221.4109,222.9202,222.9202,2513658
SPY,2020-03-17,222.8515,224.2323,222.3912,223.3117,223.3117,6377391
SPY,2020-03-18,222.2348,223.0841,221.9517,222.5179,222.5179,8827289
SPY,2020-03-19,219.0889,220.2677,218.6959,219.4818,219.4818,1569037
SPY,2020-03-20,223.4178,224.8184,222.951,223.8847,223.8847,4659405
SPY,2020-03-23,223.0681,223.5278,222.9149,223.2213,223.2213,4267261
SPY,2020-03-24,224.9015,225.2342,224.7906,225.0124,225.0124,7844605
SPY,2020-03-25,229.3048,231.804,228.4717,230.1379,230.1379,7261713
SPY,2020-03-26,227.6749,228.5908,227.3696,227.9802,227.9802,3802482
SPY,2020-03-27,231.0425,231.3203,230.95,231.1351,231.1351,8372027
SPY,2020-03-30,232.0748,233.126,231.7244,232.4252,232.4252,1703809
SPY,2020-03-31,232.9091,233.2873,232.783,233.0352,233.0352,5057525
SPY,2020-04-01,234.044,234.1982,233.9926,234.0954,234.0954,5058822
SPY,2020-04-02,231.8193,233.5276,231.2498,232.3887,232.3887,3188872
SPY,2020-04-03,228.1046,228.3438,228.0249,228.1843,228.1843,8336665
SPY,2020-04-06,227.1567,227.3429,227.0946,227.2188,227.2188,3235925
SPY,2020-04-07,227.7741,228.2157,227.6269,227.9213,227.9213,3408992
SPY,2020-04-08,229.2126,230.2122,228.8793,229.5458,229.5458,6574561
SPY,2020-04-09,230.9885,231.2618,230.8974,231.0796,231.0796,4931498
SPY,2020-04-10,230.5492,231.9336,230.0877,231.0107,231.0107,5033025
SPY,2020-04-13,230.3837,231.8554,229.8932,230.8743,230.8743,8826028
SPY,2020-04-14,230.8996,232.0553,230.5143,231.2848,231.2848,8371599
SPY,2020-04-15,228.6433,229.0291,228.5148,228.7719,228.7719,325178
SPY,2020-04-16,230.0556,232.4275,229.265,230.8463,230.8463,6667310
SPY,2020-04-17,229.3328,230.934,228.7991,229.8665,229.8665,6198145
SPY,2020-04-20,234.3403,236.3212,233.68,235.0006,235.0006,6835363
SPY,2020-04-21,235.9525,237.351,235.4863,236.4186,236.4186,6651616
SPY,2020-04-22,234.9956,237.2721,234.2367,235.7544,235.7544,8333312
SPY,2020-04-23,236.3984,237.2434,236.1167,236.68,236.68,8291464
SPY,2020-04-24,235.3746,239.1774,234.107,236.6422,236.6422,5760592
SPY,2020-04-27,234.634,237.0656,233.8235,235.4445,235.4445,2699011
SPY,2020-04-28,237.393,238.0177,237.1848,237.6012,237.6012,1740079
SPY,2020-04-29,239.0694,241.8746,238.1343,240.0045,240.0045,5968221
SPY,2020-04-30,237.2162,238.6793,236.7285,237.7039,237.7039,4252210
SPY,2020-05-01,236.6703,239.1859,235.8318,237.5088,237.5088,2893026
SPY,2020-05-04,234.3898,234.4622,234.3657,234.4139,234.4139,5270625
SPY,2020-05-05,233.6458,234.534,233.3497,233.9419,233.9419,4045221
SPY,2020-05-06,234.9834,237.0768,234.2856,235.6812,235.6812,553223
SPY,2020-05-07,232.9469,235.1492,232.2128,233.681,233.681,3734548
