person_id,full_name,relation,official_person_id,chamber,party,state,trades_disclosed,positions_analyzed,positions_closed,positions_open,win_rate,win_rate_closed,mean_return_pct,median_return_pct,mean_alpha_vs_spy,median_alpha_vs_spy,mean_alpha_vs_sector_etf,median_alpha_vs_sector_etf,median_disclosure_lag_days,median_disclosure_drift_pct,top_sector,sector_concentration_pct,event_proximity_rate,est_total_notional,positions_dropped_no_prices,composite_score,composite_score_normalized,score_components_present,rank_composite,eligible_for_ranking
synthetic-member-bravo,Synthetic Member Bravo,self,,house,,,30,25,10,15,0.56,0.6,-0.056369247077642785,0.04806433171995894,-0.27729805306780037,-0.06503500115476513,-0.42774527500081744,-0.12531441992070835,22.0,0.023138544556191354,semiconductors,64.75112920949474,0.04,4733510.5,0,0.03601789478873818,0.5267857142857143,4,14,True
synthetic-member-foxtrot::joint,Synthetic Member Foxtrot (joint),joint,synthetic-member-foxtrot,house,,,9,6,2,4,0.3333333333333333,0.5,0.12900733303699652,-0.06393116173569602,-0.026324752139680257,-0.10927976592146871,-0.5795897733824118,-0.33300182440682446,51.0,-0.08894816739664307,consumer_discretionary,94.43769155451011,0.0,431502.5,0,0.022869734262762995,0.4714285714285714,4,15,True
synthetic-member-alpha,Synthetic Member Alpha,self,,senate,,,23,20,9,11,0.5,0.5555555555555556,0.017480873517078055,0.03234475713397694,-0.28282554298106466,-0.15073785196352713,-0.476862179869909,-0.10033148244872603,48.5,0.010166182637864063,consumer_discretionary,80.18739415268857,0.05,4053008.0,0,0.021803486317828916,0.46249999999999997,4,16,True
synthetic-member-golf::joint,Synthetic Member Golf (joint),joint,synthetic-member-golf,senate,,,8,7,3,4,0.42857142857142855,0.3333333333333333,0.2762952015980365,-0.0074871619154475155,-0.058307091815615206,-0.03860366148990757,-0.4032507042109953,-0.4284040345322452,43.0,0.09123772338270952,energy,64.5930451788556,0.0,1173502.5,0,0.019567784938733443,0.45178571428571423,4,17,True
synthetic-member-echo,Synthetic Member Echo,self,,house,,,27,24,9,15,0.4583333333333333,0.4444444444444444,0.037879147093636004,-0.02163374092698167,-0.27281718930781723,-0.23891289218837564,-0.16324513239812205,-0.13139706621351754,40.5,-0.01929338490186827,financials,42.28711991577203,0.08333333333333333,1040509.5,0,0.010427044367502901,0.4571428571428572,4,18,True
synthetic-member-golf::dependent_child,Synthetic Member Golf (dependent child),dependent_child,synthetic-member-golf,senate,,,21,15,7,8,0.4,0.5714285714285714,-0.026758391229987112,-0.14041932409898816,-0.19089069732098415,-0.1573338781014184,-0.16362506308813135,-0.18687315725202824,41.0,-0.0050858478371567095,consumer_discretionary,59.722077011187835,0.0,1296006.5,0,0.00626908962120068,0.39285714285714285,4,19,True
synthetic-member-echo::joint,Synthetic Member Echo (joint),joint,synthetic-member-echo,house,,,9,7,2,5,0.42857142857142855,0.5,0.18838121443473915,-0.09935183305308715,0.026011873169495794,-0.08060961044382564,-0.5434346273262544,-0.7636313625605213,44.0,0.032310738374988546,semiconductors,90.7247734101744,0.14285714285714285,3773503.5,0,0.0005356196128369021,0.5571428571428572,4,20,True
synthetic-member-delta::joint,Synthetic Member Delta (joint),joint,synthetic-member-delta,senate,,,15,13,10,3,0.6153846153846154,0.7,0.005711263024038289,0.07383099203131316,-0.23052635274025463,-0.18468793794075444,-0.873619789146734,-0.5917973669406715,57.0,0.015442543289985178,energy,82.72229973761114,0.07692307692307693,573004.5,0,-0.018262322176543846,0.4732142857142857,4,21,True
synthetic-member-charlie::spouse,Synthetic Member Charlie (spouse),spouse,synthetic-member-charlie,house,,,9,9,2,7,0.4444444444444444,0.5,-0.21088072048665168,-0.04925825323861255,-0.42125917722768225,-0.25710271587061984,-0.6759738393563763,-0.22650411912620083,38.0,-0.009207482059527039,technology,72.12720257199354,0.0,4181503.5,0,-0.08047116138297974,0.33035714285714285,4,22,True
synthetic-member-hotel::spouse,Synthetic Member Hotel (spouse),spouse,synthetic-member-hotel,house,,,17,14,5,9,0.5,0.8,-0.17492585593664348,-0.0052235106721895685,-0.4684450100831638,-0.07840690039475373,-0.7297863223111243,-0.3142492794571952,28.5,-0.015566276556521819,consumer_discretionary,31.797350947193287,0.14285714285714285,1204506.0,0,-0.0859421456389903,0.3642857142857143,4,23,True
synthetic-member-hotel::dependent_child,Synthetic Member Hotel (dependent child),dependent_child,synthetic-member-hotel,house,,,11,9,2,7,0.5555555555555556,0.5,-0.13572839976462814,0.0210074190341345,-0.4622771357900209,-0.126239804825371,-0.6263998477330874,-0.40795608564524855,45.0,-0.018024138582345306,energy,57.03406338153215,0.1111111111111111,1315004.5,0,-0.08872429366728031,0.39107142857142857,4,24,True
synthetic-member-foxtrot::spouse,Synthetic Member Foxtrot (spouse),spouse,synthetic-member-foxtrot,house,,,16,13,4,9,0.15384615384615385,0.25,-0.2472303926497905,-0.15452304666143357,-0.4515357958793678,-0.2669328398829296,-0.36868948324614564,-0.11425173684624834,44.0,-0.0867822853022655,technology,52.393687603111324,0.07692307692307693,731006.0,0,-0.14961851187484296,0.29821428571428577,4,25,True
synthetic-member-echo::dependent_child,Synthetic Member Echo (dependent child),dependent_child,synthetic-member-echo,house,,,9,7,6,1,0.2857142857142857,0.16666666666666666,-0.187312616659074,-0.20162825974348608,-0.466252460601262,-0.42663269654298375,-0.6536170547562276,-0.5642355911699519,39.0,0.06841002713334943,defense,100.0,0.0,298502.5,0,-0.2136338167602095,0.12857142857142856,4,26,True
synthetic-member-charlie::dependent_child,Synthetic Member Charlie (dependent child),dependent_child,synthetic-member-charlie,house,,,17,15,6,9,0.3333333333333333,0.3333333333333333,-0.31824581633951227,-0.2979229183990745,-0.6325800954727878,-0.5279857161726316,-0.7192919418435548,-0.3780807321791283,27.0,0.06374917581546935,gold_mining,63.53540907160266,0.13333333333333333,1847005.5,0,-0.21531485129160746,0.19999999999999998,4,27,True
synthetic-member-bravo::spouse,Synthetic Member Bravo (spouse),spouse,synthetic-member-bravo,house,,,9,9,0,9,0.4444444444444444,,-0.1757342309578978,-0.03716783233598209,-0.5423884409764828,-0.4433753310726183,-0.6607729001991732,-0.7873074483699554,30.0,0.0033280228022195546,technology,98.12252975864382,0.0,50973005.0,0,-0.24108353273125088,0.15892857142857145,4,28,True
synthetic-member-hotel::joint,Synthetic Member Hotel (joint),joint,synthetic-member-hotel,house,,,6,4,2,2,0.75,0.5,0.05373126490033711,0.09240412235264789,-0.07589854244687896,-0.0634214026439261,-0.3486380688627329,-0.366982266209523,45.0,0.08540094715808477,consumer_discretionary,83.66908331384424,0.25,248002.0,0,0.14624412977934378,,4,,False
synthetic-member-bravo::joint,Synthetic Member Bravo (joint),joint,synthetic-member-bravo,house,,,4,4,0,4,0.75,,0.06601019981419223,0.07309031256127074,-0.333598518988545,-0.33126510433764583,-0.6518435554540069,-0.6732351055621897,41.0,-0.024464729574066313,consumer_discretionary,62.99474702411687,0.0,290502.0,0,-0.04308642870785598,,4,,False
synthetic-member-delta::dependent_child,Synthetic Member Delta (dependent child),dependent_child,synthetic-member-delta,senate,,,4,3,1,2,0.3333333333333333,0.0,-0.13165886612437794,-0.077335595056228,-0.4599960357944732,-0.41961126789504555,-0.6256676755210892,-0.6386712516956354,39.0,-0.045256883461789243,financials,97.95384416683824,0.0,391001.5,0,-0.21173266465691637,,4,,False
synthetic-member-foxtrot::dependent_child,Synthetic Member Foxtrot (dependent child),dependent_child,synthetic-member-foxtrot,house,,,2,2,1,1,0.5,0.0,0.05937335750843881,0.05937335750843881,-0.3972640107953704,-0.3972640107953704,-1.1496507561417282,-1.1496507561417282,52.0,0.006723797050422475,semiconductors,100.0,0.0,375000.5,0,-0.2388357555464938,,4,,False
