position_id,person_id,ticker,sector,direction,asset_type,open_date,close_date,disclosure_date,disclosure_lag_days,holding_days,is_open,return_basis,disclosure_drift_pct,position_return_pct,spy_return_pct,sector_etf,sector_etf_return_pct,alpha_vs_spy,alpha_vs_sector_etf,sector_benchmark_is_fallback,est_amount_mid,est_open_amount_mid,is_partial_lot,amount_range_text,matched_event_id,matched_event_days_before,price_data_complete
dd2cb9667ff17b8a6459::0342099b3c0a519eb643,synthetic-member-alpha,ZZJJ,real_estate,long,equity,2022-10-07,2024-07-17,2023-04-19,194,649,False,underlying_adjusted_close,0.022853167299275112,0.4506591751723896,0.46738387255640323,XLRE,0.2545627678146325,-0.01672469738401361,0.19609640735775713,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
1930fd100b1e2429c298::0342099b3c0a519eb643,synthetic-member-alpha,ZZJJ,real_estate,long,equity,2023-10-04,2024-07-17,2023-11-23,50,287,False,underlying_adjusted_close,0.10064544343607906,0.2772692873138265,0.10177777057702486,XLRE,0.24907527777578253,0.17549151673680163,0.028194009538043963,False,8000.5,8000.5,False,"$1,001 - $15,000",SYN-EV-023,7,True
f9cfec952c1771591708::open,synthetic-member-alpha,ZZJJ,real_estate,long,equity,2024-08-02,,2024-08-21,19,151,True,underlying_adjusted_close,-0.031706186017032345,-0.08216918204979062,-0.018615996440562332,XLRE,-0.14406452206446074,-0.06355318560922829,0.06189534001467012,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
5fd1621840f02de79605::open,synthetic-member-alpha,ZZJJ,real_estate,long,option_call,2022-09-14,,2022-10-05,21,839,True,underlying_proxy_for_option,0.11823726998895423,0.5258709412310232,0.39713057803239526,XLRE,-0.03757801455122234,0.12874036319862792,0.5634489557822455,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
292b049fcf999bfbf757::open,synthetic-member-alpha::dependent_child,ZZDD,financials,short,short,2019-07-09,,2019-08-09,31,2002,True,underlying_adjusted_close,0.11166422981391932,-0.6885957613468456,0.4683355859070757,XLF,1.4290076255086759,-1.1569313472539213,-2.1176033868555217,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
f9befdd5c0e14c11c13b::9979d6dd28531003679a,synthetic-member-alpha::dependent_child,ZZFF,gold_mining,long,equity,2021-06-08,2022-02-22,2021-08-05,58,259,False,underlying_adjusted_close,-0.338653270852605,-0.1882217851652802,0.10264075802298533,GDX,0.08699687136362377,-0.29086254318826554,-0.275218656528904,False,8000.5,8000.5,False,"$1,001 - $15,000",SYN-EV-027,1,True
889ce9b4597075eb3461::9979d6dd28531003679a,synthetic-member-alpha::dependent_child,ZZFF,gold_mining,long,equity,2021-08-20,2022-02-22,2021-09-03,14,186,False,underlying_adjusted_close,0.024767159289967866,0.13862279745674955,0.06607164723092418,GDX,0.17756889848812096,0.07255115022582537,-0.038946101031371416,False,67000.0,75000.5,True,"$50,001 - $100,000",,,True
889ce9b4597075eb3461::open,synthetic-member-alpha::dependent_child,ZZFF,gold_mining,long,equity,2021-08-20,,2021-09-03,14,1229,True,underlying_adjusted_close,0.024767159289967866,-0.6859209201433158,0.4926881198451998,GDX,-0.33172329527923483,-1.1786090399885156,-0.354197624864081,False,8000.5,75000.5,True,"$50,001 - $100,000",,,True
c1610e94b5dfe67492af::a4c6d53221686210afd4,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,long,equity,2020-06-12,2022-06-10,2020-07-09,27,728,False,underlying_adjusted_close,-0.050798428489956415,1.1917759753289818,0.041504621026937416,XLY,-0.19641666056790874,1.1502713543020444,1.3881926358968906,False,8000.5,32500.5,True,"$15,001 - $50,000",,,True
c1610e94b5dfe67492af::3750542d4e870fb396bb,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,long,equity,2020-06-12,2024-04-17,2020-07-09,27,1405,False,underlying_adjusted_close,-0.050798428489956415,1.123790739919312,0.3447502447041826,XLY,0.4218184107155114,0.7790404952151295,0.7019723292038007,False,24500.0,32500.5,True,"$15,001 - $50,000",,,True
df9a6c15ab2873c0b503::3750542d4e870fb396bb,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,long,equity,2022-07-29,2024-04-17,2022-09-06,39,628,False,underlying_adjusted_close,0.08316149442900533,0.07274020171500162,0.25428656518215464,XLY,0.7098491457245644,-0.18154636346715303,-0.6371089440095627,False,50500.5,175000.5,True,"$100,001 - $250,000",,,True
df9a6c15ab2873c0b503::ecdcce282e10b9d03ccb,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,long,equity,2022-07-29,2024-04-26,2022-09-06,39,637,False,underlying_adjusted_close,0.08316149442900533,0.1694308924873924,0.2328435680366101,XLY,0.6566258274959631,-0.0634126755492177,-0.4871949350085707,False,32500.5,175000.5,True,"$100,001 - $250,000",,,True
df9a6c15ab2873c0b503::open,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,long,equity,2022-07-29,,2022-09-06,39,886,True,underlying_adjusted_close,0.08316149442900533,0.07557551029553089,0.3936467212821291,XLY,1.076284445652377,-0.3180712109865982,-1.0007089353568461,False,91999.5,175000.5,True,"$100,001 - $250,000",,,True
26491ec4068f88375946::open,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,long,equity,2023-06-13,,2023-10-25,134,567,True,underlying_adjusted_close,-0.13071030689409335,-0.1935953493441267,0.08405295795864709,XLY,0.6697791381164246,-0.2776483073027738,-0.8633744874605513,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
b64091b3af95f27c52b8::open,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,long,etf,2024-02-23,,2024-04-03,40,312,True,underlying_adjusted_close,-0.0076388952331312154,-0.030534184140312948,0.10349307615042602,XLY,0.32501895957754035,-0.13402726029073897,-0.3555531437178533,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
1be59759f9372a1ce606::open,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,long,equity,2024-05-22,,2024-07-04,43,223,True,underlying_adjusted_close,-0.036168803489973755,-0.1499165409897787,0.038383492379139295,XLY,0.18246732773858243,-0.18830003336891799,-0.3323838687283611,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
cee53bce8f228d3e7d7e::open,synthetic-member-alpha::dependent_child,ZZII,consumer_discretionary,short,short,2024-11-15,,2024-12-20,35,46,True,underlying_adjusted_close,0.06870594475545844,0.07003407380929039,0.023744079894489456,XLY,0.048431419505478024,0.04628999391480093,0.021602654303812363,False,75000.5,75000.5,False,"$50,001 - $100,000",,,True
baf2ec3c6e1d6db8f09d::f1fa4a848916a074e43a,synthetic-member-alpha::joint,ZZBB,defense,long,option_call,2020-07-16,2020-09-24,2020-07-24,8,70,False,underlying_proxy_for_option,-0.014304155114351902,-0.06084159244314691,0.004019344162757843,ITA,-0.08193995257001929,-0.06486093660590475,0.021098360126872384,False,175000.5,175000.5,False,"$100,001 - $250,000",,,True
e1af3341ce40708b7ec6::open,synthetic-member-alpha::joint,ZZBB,defense,long,option_call,2024-05-29,,2024-06-17,19,216,True,underlying_proxy_for_option,0.08777050684367449,0.16372659015605162,0.04818781242503034,ITA,-0.1887745692018974,0.11553877773102128,0.352501159357949,False,375000.5,375000.5,False,"$250,001 - $500,000",,,True
19758be20e0598a62648::5bf4ff0a9fe9f45e80f2,synthetic-member-alpha::joint,ZZCC,technology,long,equity,2021-03-05,2022-04-11,2021-04-15,41,402,False,underlying_adjusted_close,0.11003604977748394,0.47492289268070076,-0.033044257825334156,XLK,0.06522106076877732,0.5079671505060349,0.40970183191192344,False,8000.5,375000.5,True,"$250,001 - $500,000",,,True
19758be20e0598a62648::open,synthetic-member-alpha::joint,ZZCC,technology,long,equity,2021-03-05,,2021-04-15,41,1397,True,underlying_adjusted_close,0.11003604977748394,0.839650467238195,0.39460618568117467,XLK,0.7253821747203255,0.44504428155702036,0.11426829251786952,False,367000.0,375000.5,True,"$250,001 - $500,000",,,True
1302e6ed8cfae1fb4584::open,synthetic-member-alpha::joint,ZZCC,technology,long,equity,2023-02-10,,2023-09-28,230,690,True,underlying_adjusted_close,-0.09458654651139053,0.02203395021814436,0.3274490366923415,XLK,-0.0575847392063189,-0.30541508647419713,0.07961868942446326,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
a44175784fbfcbc7596c::open,synthetic-member-alpha::joint,ZZFF,gold_mining,long,option_call,2020-03-03,,2020-04-21,49,1764,True,underlying_proxy_for_option,-0.04772309562502541,-0.8524629253370133,0.47853244003145723,GDX,0.07492304412163486,-1.3309953653684705,-0.9273859694586482,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
92d3ab5111cbba6dfa66::398934fc0583a327fdac,synthetic-member-alpha::spouse,ZZCC,technology,long,option_call,2019-11-28,2022-12-15,2020-07-29,244,1113,False,underlying_proxy_for_option,-0.09024797653321759,0.6480955873033116,0.1604021200175587,XLK,1.2835985924787763,0.4876934672857529,-0.6355030051754647,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
1bdb43d4e6ab9e208169::open,synthetic-member-alpha::spouse,ZZCC,technology,long,option_call,2024-08-15,,2024-08-21,6,138,True,underlying_proxy_for_option,0.01141443577452983,-0.26517826339085826,0.018095890834387562,XLK,-0.1772075406193261,-0.2832741542252458,-0.08797072277153217,False,75000.5,75000.5,False,"$50,001 - $100,000",,,True
f8c7f57b89918e652ae0::open,synthetic-member-alpha::spouse,ZZDD,financials,long,option_call,2022-06-27,,2022-08-22,56,918,True,underlying_proxy_for_option,0.07908394720074718,0.5150253562109262,0.4009996678952905,XLF,0.21263502724027794,0.11402568831563564,0.3023903289706482,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
298dc5299a16c3455d96::805dba20772cdcda28c2,synthetic-member-alpha::spouse,ZZEE,health_care,long,etf,2020-01-28,2020-11-05,2020-03-17,49,282,False,underlying_adjusted_close,-0.020881106405887362,-0.13586969716695496,0.010028573989234735,XLV,0.13272839709377227,-0.1458982711561897,-0.2685980942607272,False,8000.5,50000001.0,True,"over $50,000,000",,,True
298dc5299a16c3455d96::open,synthetic-member-alpha::spouse,ZZEE,health_care,long,etf,2020-01-28,,2020-03-17,49,1799,True,underlying_adjusted_close,-0.020881106405887362,0.2661985682592687,0.5049059922783452,XLV,0.19692741128585456,-0.23870742401907652,0.06927115697341413,False,49992000.5,50000001.0,True,"over $50,000,000",,,True
71b8a6649bd9b3dbdb8d::open,synthetic-member-alpha::spouse,ZZEE,health_care,long,equity,2021-07-30,,2021-09-20,52,1250,True,underlying_adjusted_close,-0.11171696671852527,0.6470835398750177,0.4358377960571542,XLV,0.1611897399112534,0.21124574381786343,0.48589379996376425,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
a5a885f79f39755c26ad::3df804fc339b8ba6b92f,synthetic-member-alpha::spouse,ZZEE,health_care,long,option_call,2021-09-14,2023-11-29,2021-10-01,17,806,False,underlying_proxy_for_option,-0.004097524049297752,0.3977596516147688,0.3496482704357604,XLV,0.2833022677305612,0.04811138117900837,0.11445738388420756,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
0153933e86d3facf8871::open,synthetic-member-alpha::spouse,ZZEE,health_care,short,short,2024-08-19,,2024-09-06,18,134,True,underlying_adjusted_close,-0.03527504136387427,0.09155237850482156,0.00662194634207558,XLV,-0.12384313719528184,0.08493043216274598,0.2153955157001034,False,175000.5,175000.5,False,"$100,001 - $250,000",,,True
908ff3c2f9f3a9e14cec::open,synthetic-member-alpha::spouse,ZZFF,gold_mining,short,option_put,2022-06-16,,2022-07-12,26,929,True,underlying_proxy_for_option,0.07155820076354968,0.7521384160512004,0.41965247440099773,GDX,-0.290849626978851,0.3324859416502026,1.0429880430300513,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
a8d19a8602032189c088::34ac7d4d488dee288df5,synthetic-member-alpha::spouse,ZZGG,semiconductors,long,equity,2019-04-26,2020-10-05,2019-05-22,26,528,False,underlying_adjusted_close,0.052312398205625055,-0.4084430151597639,-0.12419293106626061,SOXX,0.1727833379171464,-0.2842500840935033,-0.5812263530769103,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
3da0d45ef0551128ccdc::ff8dd8426cf2708abc38,synthetic-member-alpha::spouse,ZZGG,semiconductors,long,equity,2020-07-10,2022-10-25,2021-04-16,280,837,False,underlying_adjusted_close,1.01005050004951,4.05310687353099,0.12162782511503667,SOXX,0.6057714296964805,3.9314790484159534,3.44733544383451,False,75000.5,175000.5,True,"$100,001 - $250,000",,,True
3da0d45ef0551128ccdc::b3c77b74214b0e7bd6e2,synthetic-member-alpha::spouse,ZZGG,semiconductors,long,equity,2020-07-10,2024-01-25,2021-04-16,280,1294,False,underlying_adjusted_close,1.01005050004951,1.1345036767579906,0.3681109470032369,SOXX,0.801110729122336,0.7663927297547537,0.3333929476356545,False,8000.5,175000.5,True,"$100,001 - $250,000",,,True
3da0d45ef0551128ccdc::2f2f8efb957faeb9ad3c,synthetic-member-alpha::spouse,ZZGG,semiconductors,long,equity,2020-07-10,2024-07-09,2021-04-16,280,1460,False,underlying_adjusted_close,1.01005050004951,1.4780624449528617,0.5572820651463908,SOXX,1.116470565072461,0.9207803798064709,0.36159187988040076,False,91999.5,175000.5,True,"$100,001 - $250,000",,,True
d4d94059a73e87e70aa4::2f2f8efb957faeb9ad3c,synthetic-member-alpha::spouse,ZZGG,semiconductors,long,equity,2023-06-23,2024-07-09,2023-08-14,52,382,False,underlying_adjusted_close,0.029761606865134294,-0.24693543411040797,0.07305722414242566,SOXX,0.7242873553148987,-0.31999265825283363,-0.9712227894253067,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
9a55bf5f4328f4d5448a::2f2f8efb957faeb9ad3c,synthetic-member-alpha::spouse,ZZGG,semiconductors,long,equity,2023-09-13,2024-07-09,2024-12-02,446,300,False,underlying_adjusted_close,-0.028106529808914038,-0.05230703306011608,0.10664843875414953,SOXX,0.4711316786218833,-0.15895547181426561,-0.5234387116819994,False,32500.5,32500.5,False,"$15,001 - $50,000",SYN-EV-004,7,True
facc2cf2372a5f170def::2f2f8efb957faeb9ad3c,synthetic-member-alpha::spouse,ZZGG,semiconductors,long,equity,2024-02-26,2024-07-09,2024-08-21,177,134,False,underlying_adjusted_close,0.12089728792767684,0.06790635437083248,0.09473418699959568,SOXX,0.228282135794331,-0.026827832628763204,-0.1603757814234985,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
0bc9b6fa6ffb75d90181::open,synthetic-member-bravo,ZZAA,energy,short,short,2020-09-21,,2020-11-04,44,1562,True,underlying_adjusted_close,-0.06052978296362821,-0.8626704075563445,0.6752255503781346,XLE,1.624643880688546,-1.537895957934479,-2.4873142882448906,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
93144a175a0f006bdf2a::454c30eed9e15a69cf4d,synthetic-member-bravo,ZZBB,defense,long,equity,2019-08-01,2020-09-17,2019-09-16,46,413,False,underlying_adjusted_close,0.1022675163143083,0.05631548408699927,-0.10685458498044154,ITA,0.11135586450123247,0.1631700690674408,-0.0550403804142332,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
3e6c4647d7b808a67ea2::454c30eed9e15a69cf4d,synthetic-member-bravo,ZZBB,defense,long,equity,2019-09-11,2020-09-17,2019-12-17,97,372,False,underlying_adjusted_close,-0.23972680611053643,-0.045048892241112415,-0.06995841002144798,ITA,-0.09029002797564167,0.024909517780335566,0.04524113573452926,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
b9e11626aa2675f39330::454c30eed9e15a69cf4d,synthetic-member-bravo,ZZBB,defense,long,etf,2020-02-26,2020-09-17,2020-04-23,57,204,False,underlying_adjusted_close,0.043235562931868365,0.07975980765381863,-0.09509825840449526,ITA,0.11234962404182114,0.1748580660583139,-0.03258981638800251,False,375000.5,375000.5,False,"$250,001 - $500,000",,,True
294560f2662a26cb0cb8::open,synthetic-member-bravo,ZZBB,defense,long,equity,2024-03-05,,2024-03-14,9,301,True,underlying_adjusted_close,-0.02172582179422977,0.009021825857974841,0.119091948882186,ITA,-0.06678769654025185,-0.11007012302421115,0.07580952239822669,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
20e69ca3053544820819::open,synthetic-member-bravo,ZZEE,health_care,long,equity,2023-02-01,,2023-02-10,9,699,True,underlying_adjusted_close,-0.06624598462713038,0.2471196230219448,0.3121546241767099,XLV,-0.12862750256663813,-0.06503500115476513,0.3757471255885829,False,75000.5,75000.5,False,"$50,001 - $100,000",,,True
3ff9779818a32a1db74a::4d4bbae9845c1ddb76d1,synthetic-member-bravo,ZZFF,gold_mining,long,equity,2019-05-06,2019-08-07,2019-05-17,11,93,False,underlying_adjusted_close,0.06697538601210051,-0.1245277181191381,-0.018393451421773177,GDX,-0.28723553106258415,-0.10613426669736492,0.16270781294344605,False,32500.5,75000.5,True,"$50,001 - $100,000",,,True
3ff9779818a32a1db74a::e73bf6aa59c4bf23a875,synthetic-member-bravo,ZZFF,gold_mining,long,equity,2019-05-06,2022-05-16,2019-05-17,11,1106,False,underlying_adjusted_close,0.06697538601210051,0.3333265582196807,0.028221925139200854,GDX,0.30461076731619596,0.30510463308047986,0.02871579090348475,False,32500.5,75000.5,True,"$50,001 - $100,000",,,True
3ff9779818a32a1db74a::open,synthetic-member-bravo,ZZFF,gold_mining,long,equity,2019-05-06,,2019-05-17,11,2066,True,underlying_adjusted_close,0.06697538601210051,-0.7009656795326076,0.4120901521925262,GDX,0.0021506204225283376,-1.1130558317251338,-0.7031162999551359,False,9999.5,75000.5,True,"$50,001 - $100,000",,,True
21f926e429ec456ac1a3::open,synthetic-member-bravo,ZZFF,gold_mining,long,etf,2019-11-08,,2019-11-14,6,1880,True,underlying_adjusted_close,0.0583836968314464,-0.7697799885943194,0.4794833000692349,GDX,0.29923049790888334,-1.2492632886635544,-1.0690104865032026,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
04afe6037be318bb425b::open,synthetic-member-bravo,ZZFF,gold_mining,long,equity,2020-10-28,,2021-02-08,103,1525,True,underlying_adjusted_close,-0.05381946492107492,-0.7397112303670068,0.5900398454457176,GDX,-0.2447584284002673,-1.3297510758127244,-0.4949528019667395,False,32500.5,32500.5,False,"$15,001 - $50,000",SYN-EV-017,8,True
0ab72248914e20c161e7::open,synthetic-member-bravo,ZZFF,gold_mining,long,equity,2022-12-29,,2023-02-07,40,733,True,underlying_adjusted_close,-0.033902740125527187,-0.8064370181902702,0.3192268868856456,GDX,-0.22854492842824248,-1.1256639050759158,-0.5778920897620278,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
c1b5457fa47b3564932c::open,synthetic-member-bravo,ZZFF,gold_mining,short,short,2023-02-28,,2023-03-22,22,672,True,underlying_adjusted_close,0.0538799154708951,0.7697937973161748,0.343225330330142,GDX,-0.16916436966372617,0.4265684669860328,0.938958166979901,False,375000.5,375000.5,False,"$250,001 - $500,000",,,True
301b0f95a7ebfcdb14ad::7ad2c5daf47102e5afa2,synthetic-member-bravo,ZZGG,semiconductors,long,equity,2019-05-22,2021-06-11,2019-05-28,6,751,False,underlying_adjusted_close,0.022957482250636208,0.3411192907214662,-0.10821262279337007,SOXX,0.45092520692964233,0.44933191351483626,-0.10980591620817615,False,8000.5,32500.5,True,"$15,001 - $50,000",,,True
301b0f95a7ebfcdb14ad::open,synthetic-member-bravo,ZZGG,semiconductors,long,equity,2019-05-22,,2019-05-28,6,2050,True,underlying_adjusted_close,0.022957482250636208,0.4896933680577107,0.3742510838072024,SOXX,2.8030311250665463,0.11544228425050829,-2.313337757008836,False,24500.0,32500.5,True,"$15,001 - $50,000",,,True
92d04d3bca259748f918::open,synthetic-member-bravo,ZZGG,semiconductors,long,equity,2021-10-26,,2021-11-10,15,1162,True,underlying_adjusted_close,0.023138544556191354,-0.25174031502905225,0.5075167652912043,SOXX,2.022751345567645,-0.7592570803202565,-2.2744916605966976,False,3000000.5,3000000.5,False,"$1,000,001 - $5,000,000",,,True
c9cfc52add59dba2f0b6::55b52ef525cbecc7ad17,synthetic-member-bravo,ZZGG,semiconductors,long,option_call,2022-08-04,2024-10-28,2022-08-15,11,816,False,underlying_proxy_for_option,-0.09305395756913626,-0.35224630082418285,0.35673924879938124,SOXX,1.2160274532533708,-0.7089855496235641,-1.5682737540775538,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
20d59dd97d2a249f8c44::d57ba6d7437d9c68198b,synthetic-member-bravo,ZZHH,utilities,long,etf,2019-08-12,2019-10-02,2019-09-12,31,51,False,underlying_adjusted_close,-0.0951045268148134,-0.0979102970183171,-0.09148793051148274,XLU,0.03139972641544064,-0.006422366506834365,-0.12931002343375775,False,32500.5,32500.5,False,"$15,001 - $50,000",,,True
3311f2daefacbd3c484c::b0bb30abb6fb2c8febc8,synthetic-member-bravo,ZZHH,utilities,long,etf,2020-03-03,2024-03-29,2020-03-25,22,1487,False,underlying_adjusted_close,0.04861085286143596,0.2174698379136495,0.26305098674981586,XLU,0.34424487051998165,-0.045581148836166374,-0.12677503260633216,False,8000.5,8000.5,False,"$1,001 - $15,000",,,True
a5e4f125242cad5eaab8::b0bb30abb6fb2c8febc8,synthetic-member-bravo,ZZHH,utilities,long,equity,2023-12-25,2024-03-29,2023-12-28,3,95,False,underlying_adjusted_close,0.03457372613285559,0.04806433171995894,-0.04219691851665641,XLU,0.13085051660028513,0.09026125023661535,-0.08278618488032619,False,67000.0,375000.5,True,"$250,001 - $500,000",,,True
a5e4f125242cad5eaab8::open,synthetic-member-bravo,ZZHH,utilities,long,equity,2023-12-25,,2023-12-28,3,372,True,underlying_adjusted_close,0.03457372613285559,0.06302907885209041,0.1212080446406596,XLU,0.18834349877279877,-0.05817896578856918,-0.12531441992070835,False,308000.5,375000.5,True,"$250,001 - $500,000",,,True
